Name,DatePublished,RatingValue,Review
PupSocks,2021-01-08T17:50:23Z,5,Always good quality and fits comfortably.
PupSocks,2021-01-08T17:48:53Z,1,"First I received a wrong item with someone's dog photo, instead of our cats. Then they told me the correct order will come right away and it never did."
PupSocks,2021-01-08T17:46:19Z,2,"The socks are adorable, and the picture, color and clarity are perfect!  However, sadly, they do not fit the recipient. He is an average sized man and they will not pull up onto his calf. The foot portion seems to be fine, but they are unwearable."
PupSocks,2021-01-08T17:45:04Z,1,Still waiting for my order Placed November 24???
PupSocks,2021-01-08T17:41:50Z,5,What a great company to keep us posted on what is going on during these trying times and fixing orders in a very timely manner
PupSocks,2021-01-08T17:41:01Z,4,The photo that I had sent in of our sweet little kitten had a cropped ear which I hadn't noticed until after I made my order. Pupsock rounded out her ear so it looks like she has 2 round perfect ears! I am so impressed with the quality of these socks and plan on ordering again.
PupSocks,2021-01-08T17:37:11Z,5,"Pup socks are the best! Easy ordering, fast shipping and great product!"
PupSocks,2021-01-08T17:33:21Z,5,These turned out great and were shipped out very quickly! They were a fun gift to give.
PupSocks,2021-01-08T17:31:12Z,1,"The socks we received had a picture of a random cat instead of the one I submitted.  Contacted customer support and received no response.  The socks are also a weird material, more like compression socks than normal socks"
PupSocks,2021-01-08T17:28:40Z,1,Never received my product. Want refund
PupSocks,2021-01-08T17:28:39Z,5,"I ordered over Christmas and because the post office was backed up, they sent me an amazing mock up of my design to show the person receiving the gift.  The socks arrived shortly after Christmas and the quality was amazing.  Very happy with this company, thank you!"
PupSocks,2021-01-08T17:26:06Z,1,Terrible image...they did not follow the “artists notes” and I have yet to receive a response from customer service and and its been 2 weeks!
PupSocks,2021-01-08T17:24:26Z,2,"I am STILL waiting for them to arrive in the mail! So I cannot comment on the product, only the very slow shipping."
PupSocks,2021-01-08T17:21:25Z,3,took too long to arrive-received after xmas and was ordered 6 weeks before
PupSocks,2021-01-08T17:20:56Z,1,Still waiting for order placed 11/30/20. Very disappointed ☹️
PupSocks,2021-01-08T17:20:38Z,5,The shipping was a nightmare!! But still 5 stars! These are so well done my wife loves them! The picture of our dog is great and the socks are high quality. Definitely will buy these again. Glad they came!!!
PupSocks,2021-01-08T17:18:38Z,4,"The order was late, but thus understandable in 2020. The masks were not centered to show all 4 of our cats. 2 of them are cut in half. The blankets are nice although the colors are off from the photos. I’m still very happy."
PupSocks,2021-01-08T17:17:43Z,4,"Nice picture socks novelty price a wee high, but made a good gift"
PupSocks,2021-01-08T17:16:37Z,1,We placed the order in nov 2020 with a expected delivery date of 12-15 days.  As of Jan 8 2021 we have still not received our order.
PupSocks,2021-01-08T17:16:34Z,2,"The website was unclear on how to use 1 picture with 2 faces on it. When you pick 2 faces it asks for 2 pictures. I was forced to use 1 picture and then explain in the comments to use the 2 faces. There was no option to use 2 faces in one picture and be charged for 2 pictures so the tech would only use 1 picture.You need to add 1 more payment option of: 1 picture with 2 faces.... actually you should add 1 picture with 3 and 4 faces.Also...from a design standpoint and especially for Christmas, why not use Christmas balls as the frame for the pictures to sit is with a soft edge to the pictures?"
PupSocks,2021-01-08T17:15:52Z,1,"Ordered a pair of socks on November 27. Still haven’t received it, I live in Montreal, Canada. I wrote you a few days ago, hoping you could give me information about the tracking of the parcel but no answer as of today.  I know it is not your fault if there’s delay but at least a response would have been nice. My parcel is at Miami airport since December 17, according to USPS tracking website. Lucie"
PupSocks,2021-01-08T17:14:56Z,1,"I ordered two pairs of socks on black Friday, 11/27/20. They were to be Christmas gifts. I received them on January, 5th. None of my emails sent to customer service were answered. I did not know if I would ever see them. Experience was awful. Ridiculous. I will be having a local company make personalized gifts for me in the future."
PupSocks,2021-01-08T17:13:32Z,4,"Got my order in Norway with some delay, but understandably due to covid.I was happy to offer it as a gift and it was a fun gift as I had intended.My only observation is that the quality of the fabric could be better."
PupSocks,2021-01-08T17:13:21Z,1,The package I received was ripped open and the socks were not inside. I emailed back about getting new socks and the company said no
PupSocks,2021-01-08T17:12:51Z,1,The print came out good but the socks were just terrible. I get why the material needed to be like that but no one’s feet are shaped the way the socks came out. I was gifting them to my girlfriend and she hated them. Unfortunately I will not be a returning customer.
PupSocks,2021-01-08T17:12:38Z,1,I placed 2 different orders in November for Christmas gifts.  We are mid January and I still don’t have them.  Pup socks won’t respond to me I’ve sent messages.   It’s brutal.
PupSocks,2021-01-08T17:11:40Z,1,If I could give less than one star I would.  How dare you ask for a review before I even received my order. An order I placed in November 2020.  It’s 2021 now.
PupSocks,2021-01-08T17:10:51Z,1,I am sure you have seen the thousands and thousands of social media posts about the level of customer service of PupSocks. An order placed on November 27 and I still haven't received it in Calgary is beyond disappointing. It went from a few COVID excuses to now just ignorance on your team's level of customer service. We still wait for our socks and am hoping that your company isn't a scam. It is funny that every other company adapted to COVID and didn't use COVID as an excuse. I am pretty sure that the wealth of bad reviews on trustpilot and they keep increasing will adversely affect your company's long term viability.  I think you will look back and understand that honesty is always the key.Here's what I would recommend in the future - before December 24 (first time your company communicated) - communicate on a weekly basis. Don't make excuses except to say that we sold way more than we thought we would - we will not be able to deliver what we promised we would so we are sending you a refund on your shipping or something like that. Just stop making excuses on COVID or blaming the USPS - the reality is that my socks did not go into production for 3 weeks. That is on you and not USPS or COVID.My hope was that when the socks arrived (finally today January 8) that they are great and we will forget the hassle of an order placed on Black Friday and not delivered till January. This is just bad business and there is a consequence to it.I would love for your owner to simply admit that they dropped the ball to all of their customers or I am not sure the bad reviews will stop and the consequence will be to your business in the long run.I should have read reviews before I purchased - that is on me. I wish I would have because I would have taken my business somewhere else.  The sock pictures are fun - they would have been a ton of more fun if they came before Christmas like they were promised.  The quality of the sock is what I expected because they are a novelty one.  I am just disappointed.
PupSocks,2021-01-08T17:10:47Z,1,"Customer service is non responsive.   Tracking of item purchased almost two months ago and can’t be found.   Picture was ok, but asked to crop against the face and didn’t."
PupSocks,2021-01-08T17:10:37Z,1,"Ordered November 26, said it would take 8-10 days, still haven’t received my order! Very disappointing as it was a Christmas gift . Poor customer service"
PupSocks,2021-01-08T17:10:33Z,1,been waiting since end of november and still nothing has been received
PupSocks,2021-01-08T17:09:43Z,1,I never received my order. Contacted customer service by email and still have not heard back. My order was placed 6 weeks ago.
PupSocks,2021-01-08T17:08:05Z,5,Bought for a family member and they absolutely loved them
PupSocks,2021-01-08T17:07:57Z,2,"The socks did not show up in time for Christmas, ordered November 27th - they were a gift for my daughter. I assume this was due to shipping delays with Covid. When the socks did arrive, they were cute, but odd shaped (very large in the toes) and the material was not soft or comfortable. I would not rate this experience good at all for the price / quality and time it took to receive."
PupSocks,2021-01-08T17:06:20Z,5,Socks are great.  Shipping was a little slow but other then that all good.
PupSocks,2021-01-08T17:06:00Z,1,I don't know what too rate as I still have not received my order .... I do understand that it was Christmas and covid but we are going on a month ... Here's to hoping its still coming
PupSocks,2021-01-08T17:04:43Z,5,Great quality and they were done and shipped so quickly during the holiday rush~
PupSocks,2021-01-08T17:03:29Z,5,Awesome! Thanks guys!
PupSocks,2021-01-08T17:03:21Z,1,I ordered these socks on November 27th and still have not received them. You may want to coordinate your customer survey with the arrival of the product...
PupSocks,2021-01-08T17:02:35Z,3,"The product is good, despite I imagined smaller faces. The issue concerns the delivery which took over a month! It did not respected what claimed before ordering the blanked. It was a Xmas gift which obviously arrived 2 weeks later, despite having it ordered by time and staying at the website it should have arrived on the 22nd."
PupSocks,2021-01-08T17:02:02Z,1,"DON'T WASTE YOUR MONEY! The images shown on the site are NOT what you receive.  Looks like normally shaped socks (""L""shaped, with a heal).  What comes is a flat- ""tube sock"" which does not conform to the human foot.  Toe and heal are merely ""printed on"" with black ink.  Product does not fit the foot well, is not comfortable, and the fabric bunches up at the top foot ('Talus' area-where foot meets the end of the leg).  Ordered early November (hoping to use as stocking stuffers). Did not receive them until 1/2/21. Company blamed the USPS/pandemic but I received orders from other companies via USPS on time.  Whole experience was disappointing."
PupSocks,2021-01-08T17:01:06Z,5,Recipients loved their personalized masks!
PupSocks,2021-01-08T17:00:38Z,5,Brought true joy to my granddaughter.
PupSocks,2021-01-08T17:00:27Z,1,"I have purchased PupSocks once before, and they were great.  This time, sorry to say, the socks were oddly shaped (almost as if they were made for a duck's webbed feet!), had weird seams along the sides, didn't fit well (tight around the ankles but too wide at the toes), and were uncomfortable to wear.  The only redeeming feature was the picture of my adorable dog, which came out well.  I will not purchase any more PupSocks.  Too bad, since PupSocks used to be a great product."
PupSocks,2021-01-08T17:00:06Z,4,"Product is great, and my daughter loves her blanket. The delivery was very late, however."
PupSocks,2021-01-08T16:59:53Z,1,"I have been asked to write a review and wouldn't have written once unless asked. I ordered a pair of socks and a mask for a Christmas gift on November 27, 2020 and I have not received the delivery yet. I do live in Oakville, ON Canada so maybe that's the reason? I don't know.Still waiting, hopefully the wait is worth it."
PupSocks,2021-01-08T16:59:34Z,3,I waited over 2 months for my order and then when I received them they were HUGE for my kids.  😓
PupSocks,2021-01-08T16:57:26Z,2,product image was fine but socks felt terrible and shipping took over a month and missed the guaranteed delivery date by a week ruining my christmas gift for my grandmother
PupSocks,2021-01-08T16:57:14Z,1,I ordered 3 pairs and only 2 of the pairs were correct.  The 3rd pair was another dog that wasn't ours!
PupSocks,2021-01-08T16:56:42Z,1,I got something completely different that what i ordered...
PupSocks,2021-01-08T16:56:37Z,1,"Customer service was unresponsive, shipment was late and socks are not comfortable at all."
PupSocks,2021-01-08T16:55:43Z,5,Loved them!! Very well done!!! They were a Christmas gift and now my boyfriend won’t take them off! Thanks for making the holidays!!
PupSocks,2021-01-08T16:54:11Z,1,My order has yet to arrive. No tracking info. Both pup socks and ascendia have not provided an update. This was an Xmas gift for my fiancé and unfortunately I have zero information. Would to hear from someone so I do not have to initiate a chargeback. Calum McCullough
PupSocks,2021-01-08T16:53:57Z,5,"Great job, just what I needed"
PupSocks,2021-01-08T16:53:25Z,5,Love them. Got 2 for Christmas gifts.
PupSocks,2021-01-08T16:53:23Z,5,"I ordered a pair of socks for my fiancee for Christmas. Due to COVID, the original order never made it through USPS. Before I even had a chance, the team at Pupsocks proactively emailed me to say they were working on a replacement pair. While it didn't quite arrive on time, it was a great post-Christmas gift that my fiancee absolutely loved. I have nothing but good things to say about this company and would easily recommend it to anyone."
PupSocks,2021-01-08T16:51:36Z,4,I appreciate the design and the picture cut out were really well done! The quality of the sock itself was below what I expected though. They fit a bit weird and the front toes are literally just a square. But overall it was a unique gift to give.
PupSocks,2021-01-08T16:50:55Z,5,The socks were amazing! My daughter loved them for Christmas.
PupSocks,2021-01-08T16:50:35Z,2,"The socks were what we ordered, were adorable, and delivered quickly. However, the socks themselves are very strange. Weird, not stretchy material. Very wide at the toes, so there’s almost an inch hanging off on the sides. The ankle part is basically a straight tube and isn’t stitched to accommodate the bend of the ankle, so they bunch up on top. Overall, pretty disappointed in the socks and wish they fit better."
PupSocks,2021-01-08T16:49:56Z,4,The process was easy and service was fine.  The prints look great.  The quality of socks were disappointing.
PupSocks,2021-01-08T16:49:36Z,1,Cheap! Cheap! Cheap! Paper thin material. Hardly a sock. My daughter wasted all that money on these things. And the picture on the sock doesn’t even match our cat.
PupSocks,2021-01-08T16:49:30Z,2,"The time to ""produce"" these socks was nearly a month. When I ordered,  they promised delivery before Christmas. These arrived after the new year. The company blamed USPS for the delay. They didn't acknowledge they shipped these 2 days before Christmas and passed the buck. These socks are soft and as described, but the faces stretch the higher up the leg they go. It took Customer Service over a week to get back to me after multiple requests just to blame the post office. Had they acknowledged their part, I would've accepted the delay and been fine with these arriving late. Instead they blamed the post office on social media and in Customer Service requests."
PupSocks,2021-01-08T16:49:19Z,1,"I ordered this as a Christmas present - it arrived yesterday on the 7th Jan. When I tried to contact Pupsocks before Christmas to inquire about the shipment, they replied with an automated reply which was of no help at all! I will not be using this company again."
PupSocks,2021-01-08T16:48:13Z,1,"Pups looked great but the socks are unwearable. Odd texture. Really shiney and with no stretch, they feel like compression socks. No shape, just a non stretchy tube. Really synthetic. Just awful. Non of us will wear them.  CUte idea but a total waste of money."
PupSocks,2021-01-08T16:47:35Z,1,"I’m writing this revenue on January 8th, still having no idea if the socks I ordered in November will ever arrive. I loved the idea of socks with my dogs face on them, but unfortunately my order has never been fulfilled and I can not recommend this company."
PupSocks,2021-01-08T16:47:30Z,1,Package never arrived. Ordered it early December and they keep spamming me with email offers.
PupSocks,2021-01-08T16:47:02Z,1,"I still haven’t even received my order that was supposed to be a Christmas present that I ordered in the middle of November. I understand that things are delayed because of covid and whatever but I still haven’t seen it and we’re almost halfway through January. I just hope that when I do get it, it’s good quality or I’ll just be even more upset than I already am."
PupSocks,2021-01-08T16:45:18Z,1,I was not happy with my order as it took over a month to deliver and when it was delivered it was completely opposite of what I ordered. Wrong design on the socks and they put the wrong dog on them.
PupSocks,2021-01-08T16:44:35Z,5,I loved all of my products so much!!!! The print quality was worth the expense of my products and I would totally buy again! Thank you all
PupSocks,2021-01-08T16:43:57Z,4,Love the finished product.  Just too to long to receive.  Ordered in Nov and received on Jan 7.
PupSocks,2021-01-08T16:42:36Z,1,I ordered socks and got shipped the wrong ones. I ordered my cat and received someone’s dog. I had to send three emails to even get a response and since that response I have sent three additional emails and still have no solution. This process has been over a month now.
PupSocks,2021-01-08T16:42:18Z,1,"I never received the socks but my credit card was charged! This order was placed on 12/1/2020 and for weeks has been associated with a usps tracking number. However when I track the package through usps, the following message is displayed: “ Your package is on its way to a USPS facility. Sign up to get updates, and we'll send you a delivery date and time when available.” I hope Pupsocks will remedy this as I’m a very disappointed customer right now."
PupSocks,2021-01-08T16:41:38Z,1,Customer service great-product is terrible
PupSocks,2021-01-08T16:41:25Z,1,"PupSocks promised delivery within 15 days, it's been 1,5 months and the socks still haven't arrived. An attempt to contact PupSocks only lead to automated reply and no actual help. Avoid this company – this is the perfect example of bad management and false advertising."
PupSocks,2021-01-08T16:41:24Z,5,Product was excellent. Exactly what I wanted and great quality. Item was shipped promptly.
PupSocks,2021-01-08T16:40:46Z,1,No response from customer service. There is a hole and a run just putting them on. 2 emails sent
PupSocks,2021-01-08T16:37:54Z,5,This is a great company with great quality work! Memorable gifts!!
PupSocks,2021-01-08T16:36:52Z,1,I’ve yet to receive my order.  Placed an order on November 27th.  Still in transit.
PupSocks,2021-01-08T16:36:22Z,1,"This was a horrible experience! The socks I received had someone else’s dog on it!!!! I emailed you twice with no reply.What a bummer, I was excited to gift these and was out a good amount of money!Definitely would warn anyone wanting to purchase."
PupSocks,2021-01-08T16:36:16Z,5,"The socks came out perfect, looked just like my dog, an amazing gift!"
PupSocks,2021-01-08T16:36:08Z,1,"I waited over a month for delivery. Not only did I not get the socks by Xmas, but I received the wrong socks and I can’t reach anyone."
PupSocks,2021-01-08T16:35:27Z,4,"I love the blanket that I got. It's really cute and the detail of my cats' picture is amazing. The quality of the socks, though, is kinda weird. They're not really comfy. They're an odd material."
PupSocks,2021-01-08T16:35:10Z,1,"I hate to leave a bad review, but I was very disappointed with this experience. I ordered a blanket as a Christmas gift in November and it arrived after Christmas. I was understanding of this due to the season and strain on the postal system, but what we received was someone else’s order. I contacted the company through email from the purchase site and received a generic auto response stating that eventually someone would get to me because aparently they have a backlog of customer issues. It’s been almost 2 weeks now and still nothing. With tax and shipping this was a $70 purchase so some kind of response would be nice."
PupSocks,2021-01-08T16:32:22Z,4,"I will say they did take a long time to even ship the item, over a month, but they were very attentive and gave me 15% off for the hassle so. The mask I ordered was good quality too."
PupSocks,2021-01-08T16:31:01Z,1,"Reached out multiple times for a wrong and damaged order. Still have no received a response. You’d think for paying $30 for one pair of socks, the service would be a little better.."
PupSocks,2021-01-08T16:30:53Z,3,The socks are poor quality.  Definitely not worth the price.
PupSocks,2021-01-08T16:29:34Z,1,"Order still missingI still haven't received the items I ordered I'm afraid, after placing the order at the end of November."
PupSocks,2021-01-08T16:29:30Z,3,Print quality is good but the shape of the socks needs improving. I guess there is some technical requirement for printing but a strait tube shape socks don’t really fit a foot. Good funny gift thou.
PupSocks,2021-01-08T16:27:27Z,1,Still haven’t received my order...from 11/27/20.
PupSocks,2021-01-08T16:26:15Z,5,I ordered these socks for my nephew for Christmas picturing his dog and he loved them!!
PupSocks,2021-01-08T16:25:49Z,5,The socks are comfortable and the printed pictures appear to be high quality.
PupSocks,2021-01-08T16:23:49Z,5,"Fun product, good customer service"
PupSocks,2021-01-08T16:21:41Z,1,"I ordered my pup socks on Dec 2 nd. I just received notification that they have arrived. Today is January 8 th.  I do understand the postal issue but this is ridiculous. The order was not sent out until December 20th.  I sent an email to you re issue and got generic one back. Then I get this to review, very disappointed"
PupSocks,2021-01-08T16:21:28Z,5,good experience
PupSocks,2021-01-08T16:21:22Z,3,I’d love to give you a 5 but I have not received my socks or mask that I ordered in November.I’m so disappointed but still hoping I will receive them.
PupSocks,2021-01-08T16:20:55Z,1,Haven't received it. No communication from customer service.
PupSocks,2021-01-08T16:19:50Z,5,"Love my socks, and had a great customer service experience!"
PupSocks,2021-01-08T16:18:11Z,1,I need a refund and have emailed 5 times. My order was late after Christmas and you charged me for wrapping and it was not wrapped.  I'm outraged.  Please make It right.
PupSocks,2021-01-08T16:17:19Z,1,not answering my emails about my shipment.... are you a scam?
PupSocks,2021-01-08T16:15:41Z,1,I’ve still not received my product
PupSocks,2021-01-08T16:14:13Z,2,"Picture was nice, but socks are not comfy and are HUGE.  Not sure I can or will wear them."
PupSocks,2021-01-08T16:12:59Z,1,I order socks with 4 faces and when they final came which took a long time.  They only had 3 faces.
PupSocks,2021-01-08T16:12:07Z,5,Looks great and socks are of good quality. my girlfriend loved it.
PupSocks,2021-01-08T16:10:27Z,2,"It was ok for a “cute” gift, but they took over a month to arrive (didn’t make it for Christmas), and the sock itself is an odd shape. Its a rectangle, with no taper for the toes, and no shape for the heel, so it bunches up on the top of your foot. The printing quality was good, and it was a cute gift, but likely wont be worn as a practical, comfortable sock."
PupSocks,2021-01-08T16:08:38Z,2,I still haven't received my mask and my mock up was wrong they made it purple when it should be red
PupSocks,2021-01-08T15:59:11Z,1,"I placed an order back in November so my socks would arrive before the holiday.  I did not receive my order until yesterday, January 7th.  My socks were not even in the package!  I had sent a previous email inquiring about the status of my order that was never acknowledged.  I sent another email and message on your Facebook page after receiving the package yesterday.  I still have not been contacted.  This is ridiculous.  I will not order from you again and I recommend others do not either."
PupSocks,2021-01-08T15:59:01Z,3,"I’m pretty impressed. I ordered my socks in mid November as a Christmas gift for a family member. When it was getting closer to Christmas, I emailed customer service to see if my order was shipped, or manufactured, or what it’s status was, because there was no update on shipping yet. They emailed me back with an e-card of what the socks will look like and by that time, the tracking info was updated. On Christmas, I sent my family member the e-card of what she’d be receiving in lieu of the socks. One week into January, I received the socks and they’re so cute, and the animals are cropped well. However, the sock material itself is such poor quality and they’re actually not wearable. I can’t believe the price I paid for poor quality fabric.  I understand that shipping took so long due to international borders and covid but I’m still pleased with the service."
PupSocks,2021-01-08T15:54:40Z,5,Love this product!!!! I got exactly what I wanted!
PupSocks,2021-01-08T15:50:51Z,5,Cool product and GREAT customer service!!
PupSocks,2021-01-08T15:50:15Z,1,"Very dissatisfied with this product.  Sock itself is ill-fitting and cheap.  Image is poorly cropped, looks like a child did it.  Perhaps they were overwhelmed with the holiday rush, but this gift - which I had hoped would be special - turned out to be a complete dud.  Socks will never be worn."
PupSocks,2021-01-08T15:50:10Z,5,The socks were great. Good fit and comfortable.
PupSocks,2021-01-08T15:49:30Z,1,"Order was placed Nov 27 and as of January 8, it has still not been shipped. Poor communication from the company. Will never buy from them again!"
PupSocks,2021-01-08T15:47:24Z,1,"Still haven't gotten the socks I ordered on November 27th. I understand that that's on the USPS. However, I have sent four separate emails that have all gone unanswered and it appears that they are spending more time removing negative comments from their social media pages than responding to customers' emails. Additionally, maybe read the room and stop the constant advertising emails and those that request a review for a product that has not yet been received."
PupSocks,2021-01-08T15:46:15Z,1,My order came in wrong with the wrong animals printed on the socks. I spent $30 on these and they are incorrect. I have tried to contact support with no resolution. These were supposed to be a Christmas gift and are now just sitting in the closet.
PupSocks,2021-01-08T15:45:22Z,2,Product was ok but it took 5 weeks to arrive
PupSocks,2021-01-08T15:45:20Z,1,"Never received, spent a lot of money on 4 items. Unacceptable"
PupSocks,2021-01-08T15:43:16Z,4,"The socks are cute, however my daughter says they are not comfortable. For the price, they should be a bit more comfortable. I also did not like how you cut my cat's ears off in one of the photos......it looks funny."
PupSocks,2021-01-08T15:38:36Z,5,"Amazing work, thank you!"
PupSocks,2021-01-08T15:35:52Z,1,I waited 6 weeks to receive someone else’s order. I have contacted customer services and so far heard nothing back about my complaint.
PupSocks,2021-01-08T15:34:03Z,2,"I ordered these on November 25th and still have not received them.  I was told a replacement order would be placed, but did not receive a confirmation nor tacking for the replacement.   I know these are challenging times, but 6 weeks and still nothing?  Very disappointed."
PupSocks,2021-01-08T15:33:38Z,4,Production times were slower than expected. But product arrived and looked good.
PupSocks,2021-01-08T15:30:48Z,2,The socks are a great idea. And I wish the image wasn't so lost in the collage of them all over the socks. Maybe the light blue would have made a better choice. Other than that the socks were very cool.The part I was very displeased about was the whole purpose of getting them by Christmas as a gift. I was told they would be and then the shipping confirmation said it wouldn't be delivered till the 26th. And then another update to the 28th.
PupSocks,2021-01-08T15:29:11Z,1,"Terrible, ordered in November for Christmas and never received it. They had a big banner on top of their website saying all orders will be shipped next day, asked in regards to it in December and was told it was ""sent out"". I called the courier multiple times and they told me each time they never actually dropped off the package for them.I've sent countless emails and have not received any replies.Do not order from them."
PupSocks,2021-01-08T15:23:04Z,5,"Awesome products! A month or so before the Holidays I ordered 4 pairs - one each for my 2 kids with pics of our cat and dog (delivered to MD), one for my niece with pics of her dog and ME (delivered to FL) and one pair for my Mom, with 2 pics of ME (because I'm the favorite kid) (delivered to another location in FL)! They all arrived on time for us to have a Zoom call. Everyone opened them at the same time in three remote locations. They were a hit, probably the best gift I could have given everyone.NOTE: these socks run big so that keep that in mind when ordering."
PupSocks,2021-01-08T15:21:57Z,2,"The socks were cute and the pictures were great but my husband said they were not comfortable to wear, at all."
PupSocks,2021-01-08T15:18:18Z,1,I never received my product.
PupSocks,2021-01-08T15:16:14Z,1,I never got the socks !
PupSocks,2021-01-08T14:38:34Z,5,The socks are adorable!  And Pupsocks was very diligent about updates due to mail delays. I even got a mock up to share with the recipient!  Thanks pupsocks!!
PupSocks,2021-01-08T14:29:38Z,1,This was promised by Christmas and ordered in Nov.  Customer service was nonexistent and it only arrived after I took it to the resolution center at PayPal.  It arrived well into January.  I will never order from this company again.
PupSocks,2021-01-08T14:18:44Z,5,Everyone loved their puppies on the masks I sent them for Christmas gifts.
PupSocks,2021-01-08T14:14:07Z,3,"The socks were cute. However, I had ordered two faces, with one of them being larger than the other. They were not."
PupSocks,2021-01-08T14:10:18Z,5,I love them! I smile every time I see them!
PupSocks,2021-01-08T13:51:35Z,5,I purchased 2 pairs of socks and a blanket and they were a hit! Quick shipping and great quality!  Great way to have our precious pets with us all the time!
PupSocks,2021-01-08T13:41:39Z,1,"AVOID AVOID AVOID!! Check the comments on their Facebook ads.  They took hundreds of sales in November and December and have not fulfilled them.  My order was late November.  It’s now January 7 and in tracking it says “order received”.  Nothing has been done.  When you email them, they reply blaming it on the mail but they haven’t even started the order.  I have to now go to my credit card company to now have the order canceled and my money received.  DO NOT BUY FROM PUPSOCKS!"
PupSocks,2021-01-08T13:30:40Z,5,This was a gift for my 15 year old son. The dog is his and is getting old so I had this made. It’s a brilliant way (thank you) to keep the dog alive when he passes away. The blanket is very soft and the colors and pictures are vibrant. My only problem was how long it took to get here. Probably covid related that’s why I ordered it in early November. Thank you again. From one happy mama and her only son Debbie and Alex
PupSocks,2021-01-08T13:16:00Z,1,it's been more than 6 weeks.  still haven't received my order.  I asked for a refund but I got no answer whatsoever form customer's service. Dismal service
PupSocks,2021-01-08T13:06:59Z,1,I still have not received my package and I am unable to track it or look it up.My order was placed over a month ago.
PupSocks,2021-01-08T12:56:37Z,1,"My order has been lost and they have been of no help in locating it. No response to my emails except for a boilerplate response. Nothing. I wish I could review the product but it never arrived. Ordered on 12/7, was told it would arrive on 12/21."
PupSocks,2021-01-08T12:37:54Z,5,The order was awesome
PupSocks,2021-01-08T12:08:57Z,5,I’ve ordered several times for gifts and I have to say the biggest smiles happen when everyone opens their pup socks gift! The last order was a last minute gift and I was so pleased they arrived so fast. I really didn’t think I’d get them before the event since everything I’ve ordered other than from Amazon has had huge delays and in some instances I never received at all. I would highly recommend ordering from them especially if you want a gift that brings so much happiness.
PupSocks,2021-01-08T12:07:32Z,5,"Exactly as described, arrived on time."
PupSocks,2021-01-08T11:46:27Z,2,"While the product is very nice, very cute, and fun. The company is terrible with their communication and sent several conflicting emails. Got follow up email 5 days after I rec'd my order in response to an email I sent 15 days prior. Rec'd two shipping emails 5 days apart and the USPS didn't get it for another 6 days. The ""CEO + Founder"" sent a placating email and left it unsigned. Take ownership of your business and not have some flunky send out an unsigned apology, step and take the bad with the good. Ordered on 12/3 rec'd 12/31 on a product going from GA to MI.  Production was quoted as 3-5 business days. Couldn't even hit that time line. Hopefully the company has learned from this and taken steps to improve all aspects of the business from production forecasting and timing to communication and shipping. That being said, I would order again, just with a great deal more lead time unless the company can explain the changes they have made to improve their internal processes."
PupSocks,2021-01-08T11:39:16Z,5,"The socks look awesome! I got them to give as a Christmas gift, and the recipient was thrilled!"
PupSocks,2021-01-08T11:33:36Z,1,I ordered on Nov 26th and I still haven’t received anything. No updates on the shipping. Just nothing.
PupSocks,2021-01-08T10:58:01Z,1,"Order newer arrived after more then a month of waiting. No response from support team. No help, nothing, only money taken."
PupSocks,2021-01-08T10:31:31Z,1,They lost my socks in transit and have been very difficult to get in contact with. Don’t bother with this company.
PupSocks,2021-01-08T09:56:49Z,3,"I understand that everything is delayed with covid, but ive received other items from american in good time. I ordered my partner socks back in late November for a christmas present and i still don't have them. 😣"
PupSocks,2021-01-08T07:45:32Z,1,Sadly so disappointed! I was so excited for these. Poor quality. Socks received do not look like the images advertised. The design request wasn’t as requested. Either the wrong sizes were sent or their sizes are wildly large. I spent $100 on socks no one is going to wear.
PupSocks,2021-01-08T06:31:22Z,1,paid and ordered on the 27th of November !!!  Today 8th of January 2021 and still no information about where about my order is !!!
PupSocks,2021-01-08T06:21:39Z,5,I am giving pup socks 5 stars because when they got my order wrong they made it right and my husband loved his socks. Thank you for caring about your customers!
PupSocks,2021-01-08T06:01:01Z,1,My socks never arrived
PupSocks,2021-01-08T05:43:16Z,5,"I purchased a custom face mask and the quality was phenomenal. I was skeptical as I found the site through instagram, but I couldn’t have been more please with photo visibility of my pup on the mask  and the speediness of my product being shipped and delivered."
PupSocks,2021-01-08T05:42:00Z,5,The product was great but now I get an email from them every few days and I wish that would stop.
PupSocks,2021-01-08T04:53:06Z,2,Order items for Christmas-according to advertising I ordered in time for delivery at Christmas. Checked on ordered multiple times and it wasn’t until Christmas Eve when I was notified that it wouldn’t be there but to expect it in the next week. More than 2 weeks later it finally arrived.
PupSocks,2021-01-08T04:36:31Z,2,I ordered the socks and blanket on thanksgiving for a Christmas present for my daughter. Never got a shipping notice. Didn’t receive the order until December 31st. Blanket was cute. Material of socks was unusual and uncomfortable to wear. Will not order again.
PupSocks,2021-01-08T04:31:14Z,2,Ordered three blankets. First blanket was blue with a black and white dog. The white parts of his face were a shade of blue. Second blanket was pink with an all white dog. The white face was an orangey color. Third blanket was spot on. Ordered over a month prior to needing the blankets. Two of three blankets arrived prior to Christmas. First blanket was ordered before the other two and was the one that came days late. Was not shipped until 4 weeks after being ordered. Tracking number showed package label was created but not brought to post office for weeks. The first blanket I ever purchased a few years ago was amazing. Best purchase. Waited a long time for the blankets to come back. Disappointed with my products but obviously could not return in time to get new blankets for gifts.
